Generation,Experiment,BoxID,Date_P,Original_environment,Population,Line,Column,Test_environment,Nb_eggs,Date_C_O,Obs_O
G0,Plasticity,996,21/09/2018,WT3,WT3,3,1,Raspberry,6,13/12/2018,CD
G0,Plasticity,996,21/09/2018,WT3,WT3,3,2,Strawberry,8,13/12/2018,CD
G0,Plasticity,996,21/09/2018,WT3,WT3,3,3,Rosehips,67,13/12/2018,CD
G0,Plasticity,996,21/09/2018,WT3,WT3,3,4,Apricot,23,13/12/2018,CD
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,1,1,Apricot,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,1,2,Fig,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,1,3,Tomato,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,1,4,Kiwi,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,2,1,Cranberry,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,2,2,Strawberry,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,2,3,Cherry,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,2,4,Raspberry,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,3,1,Blackberry,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,3,2,Grape,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,3,3,Blackcurrant,0,12/6/18,PA
G0,Plasticity,997,21/09/2018,Blackberry,Blackberry34,3,4,Rosehips,0,12/6/18,PA
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,1,1,Fig,1,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,1,2,Strawberry,3,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,1,3,Raspberry,14,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,1,4,Blackberry,1,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,2,1,Kiwi,0,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,2,2,Rosehips,1,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,2,3,Apricot,6,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,2,4,Cherry,8,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,3,1,Tomato,0,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,3,2,Grape,0,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,3,3,Cranberry,0,13/12/2018,CD
G0,Plasticity,998,3/10/18,Blackberry,Blackberry40,3,4,Blackcurrant,0,13/12/2018,CD
G0,Plasticity,880,18/09/2018,WT3,WT3,1,1,Grape,5,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,1,2,Apricot,4,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,1,3,Kiwi,6,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,1,4,Cherry,258,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,2,1,Blackcurrant,26,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,2,2,Raspberry,4,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,2,3,Fig,20,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,2,4,Blackberry,17,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,3,1,Cranberry,2,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,3,2,Rosehips,16,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,3,3,Tomato,28,19/12/2018,LO
G0,Plasticity,880,18/09/2018,WT3,WT3,3,4,Strawberry,17,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,1,1,Strawberry,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,1,2,Kiwi,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,1,3,Apricot,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,1,4,Cranberry,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,2,1,Grape,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,2,2,Blackberry,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,2,3,Tomato,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,2,4,Fig,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,3,1,Cherry,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,3,2,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,3,3,Rosehips,1,19/12/2018,LO
G0,Plasticity,881,18/09/2018,Blackberry,Blackberry32,3,4,Raspberry,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,1,1,Raspberry,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,1,2,Cranberry,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,1,3,Blackberry,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,1,4,Strawberry,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,2,1,Rosehips,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,2,2,Tomato,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,2,3,Grape,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,2,4,Cherry,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,3,1,Apricot,2,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,3,2,Kiwi,2,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,3,3,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,882,18/09/2018,Blackberry,Blackberry32,3,4,Fig,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,1,1,Cranberry,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,1,2,Raspberry,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,1,3,Tomato,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,1,4,Cherry,1,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,2,1,Fig,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,2,2,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,2,3,Strawberry,1,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,2,4,Rosehips,1,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,3,1,Kiwi,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,3,2,Grape,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,3,3,Blackberry,0,19/12/2018,LO
G0,Plasticity,883,18/09/2018,Blackberry,Blackberry32,3,4,Apricot,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,1,1,Tomato,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,1,2,Cranberry,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,1,3,Strawberry,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,1,4,Rosehips,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,2,1,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,2,2,Cherry,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,2,3,Kiwi,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,2,4,Raspberry,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,3,1,Grape,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,3,2,Blackberry,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,3,3,Apricot,0,19/12/2018,LO
G0,Plasticity,902,18/09/2018,Blackberry,Blackberry32,3,4,Fig,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,1,1,Rosehips,1,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,1,2,Strawberry,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,1,3,Raspberry,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,1,4,Cranberry,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,2,1,Blackberry,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,2,2,Kiwi,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,2,3,Cherry,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,2,4,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,3,1,Tomato,1,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,3,2,Grape,1,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,3,3,Apricot,2,19/12/2018,LO
G0,Plasticity,904,18/09/2018,Blackberry,Blackberry32,3,4,Fig,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,1,1,Rosehips,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,1,2,Strawberry,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,1,3,Tomato,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,1,4,Raspberry,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,2,1,Cherry,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,2,2,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,2,3,Fig,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,2,4,Grape,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,3,1,Kiwi,2,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,3,2,Apricot,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,3,3,Blackberry,0,19/12/2018,LO
G0,Plasticity,906,18/09/2018,Blackberry,Blackberry32,3,4,Cranberry,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,1,1,Blackcurrant,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,1,2,Fig,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,1,3,Tomato,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,1,4,Kiwi,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,2,1,Apricot,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,2,2,Rosehips,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,2,3,Blackberry,1,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,2,4,Raspberry,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,3,1,Cherry,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,3,2,Cranberry,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,3,3,Grape,0,19/12/2018,LO
G0,Plasticity,908,18/09/2018,Blackberry,Blackberry32,3,4,Strawberry,0,19/12/2018,LO
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,1,1,Raspberry,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,1,2,Blackberry,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,1,3,Strawberry,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,1,4,Rosehips,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,2,1,Apricot,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,2,2,Tomato,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,2,3,Kiwi,1,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,2,4,Cranberry,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,3,1,Fig,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,3,2,Grape,1,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,3,3,Blackcurrant,0,13/07/2018,RV
G0,Plasticity,611,21/06/2018,Cherry,Cherry6,3,4,Cherry,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,1,1,Rosehips,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,1,2,Cranberry,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,1,3,Apricot,1,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,1,4,Raspberry,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,2,1,Blackcurrant,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,2,2,Grape,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,2,3,Strawberry,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,2,4,Fig,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,3,1,Blackberry,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,3,2,Cherry,2,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,3,3,Tomato,0,13/07/2018,RV
G0,Plasticity,612,21/06/2018,Cherry,Cherry6,3,4,Kiwi,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,1,1,Rosehips,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,1,2,Fig,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,1,3,Strawberry,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,1,4,Tomato,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,2,1,Grape,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,2,2,Blackberry,1,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,2,3,Cherry,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,2,4,Blackcurrant,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,3,1,Apricot,0,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,3,2,Raspberry,3,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,3,3,Kiwi,1,13/07/2018,RV
G0,Plasticity,613,21/06/2018,Cherry,Cherry6,3,4,Cranberry,5,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,1,1,Tomato,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,1,2,Grape,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,1,3,Rosehips,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,1,4,Apricot,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,2,1,Raspberry,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,2,2,Strawberry,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,2,3,Cranberry,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,2,4,Kiwi,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,3,1,Blackcurrant,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,3,2,Blackberry,1,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,3,3,Fig,0,13/07/2018,RV
G0,Plasticity,614,21/06/2018,Cherry,Cherry6,3,4,Cherry,1,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,1,1,Raspberry,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,1,2,Blackcurrant,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,1,3,Fig,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,1,4,Kiwi,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,2,1,Strawberry,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,2,2,Rosehips,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,2,3,Tomato,1,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,2,4,Cranberry,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,3,1,Cherry,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,3,2,Grape,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,3,3,Blackberry,0,13/07/2018,RV
G0,Plasticity,615,21/06/2018,Cherry,Cherry6,3,4,Apricot,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,1,1,Tomato,NA,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,1,2,Cranberry,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,1,3,Rosehips,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,1,4,Blackberry,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,2,1,Grape,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,2,2,Raspberry,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,2,3,Fig,2,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,2,4,Cherry,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,3,1,Blackcurrant,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,3,2,Kiwi,0,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,3,3,Apricot,1,13/07/2018,RV
G0,Plasticity,616,21/06/2018,Cherry,Cherry6,3,4,Strawberry,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,1,1,Kiwi,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,1,2,Rosehips,1,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,1,3,Cherry,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,1,4,Tomato,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,2,1,Raspberry,5,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,2,2,Strawberry,3,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,2,3,Apricot,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,2,4,Cranberry,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,3,1,Grape,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,3,2,Blackcurrant,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,3,3,Blackberry,0,13/07/2018,RV
G0,Plasticity,617,21/06/2018,Cherry,Cherry6,3,4,Fig,0,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,1,1,Rosehips,0,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,1,2,Grape,7,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,1,3,Blackberry,0,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,1,4,Cranberry,1,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,2,1,Fig,14,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,2,2,Cherry,23,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,2,3,Strawberry,3,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,2,4,Tomato,0,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,3,1,Apricot,6,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,3,2,Raspberry,45,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,3,3,Kiwi,22,13/07/2018,RV
G0,Plasticity,618,21/06/2018,WT3,WT3,3,4,Blackcurrant,26,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,1,1,Cranberry,0,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,1,2,Fig,15,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,1,3,Blackberry,28,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,1,4,Kiwi,3,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,2,1,Cherry,60,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,2,2,Grape,51,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,2,3,Tomato,10,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,2,4,Strawberry,73,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,3,1,Raspberry,77,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,3,2,Blackcurrant,82,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,3,3,Apricot,5,13/07/2018,RV
G0,Plasticity,619,21/06/2018,WT3,WT3,3,4,Rosehips,5,13/07/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,1,1,Raspberry,0,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,1,2,Strawberry,2,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,1,3,Cranberry,0,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,1,4,Tomato,0,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,2,1,Kiwi,0,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,2,2,Grape,2,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,2,3,Apricot,0,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,2,4,Fig,0,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,3,1,Blackberry,0,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,3,2,Rosehips,1,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,3,3,Blackcurrant,19,29/06/2018,RV
G0,Plasticity,620,26/06/2018,Cherry,Cherry3,3,4,Cherry,4,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,1,1,Rosehips,0,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,1,2,Fig,0,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,1,3,Apricot,0,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,1,4,Kiwi,0,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,2,1,Blackberry,0,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,2,2,Strawberry,0,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,2,3,Cherry,3,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,2,4,Grape,3,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,3,1,Tomato,0,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,3,2,Blackcurrant,2,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,3,3,Raspberry,1,29/06/2018,RV
G0,Plasticity,621,26/06/2018,Cherry,Cherry3,3,4,Cranberry,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,1,1,Kiwi,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,1,2,Grape,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,1,3,Strawberry,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,1,4,Tomato,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,2,1,Cherry,1,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,2,2,Raspberry,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,2,3,Blackberry,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,2,4,Fig,1,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,3,1,Apricot,2,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,3,2,Cranberry,2,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,3,3,Blackcurrant,0,29/06/2018,RV
G0,Plasticity,622,26/06/2018,Cherry,Cherry3,3,4,Rosehips,6,29/06/2018,RV
G0,Plasticity,623,26/06/2018,Cherry,Cherry3,1,1,Strawberry,0,29/06/2018,RV
G0,Plasticity,623,26/06/2018,Cherry,Cherry3,1,2,Rosehips,0,29/06/2018,RV
G0,Plasticity,623,26/06/2018,Cherry,Cherry3,1,3,Blackcurrant,0,29/06/2018,RV
G0,Plasticity,623,26/06/2018,Cherry,Cherry3,1,4,Tomato,0,29/06/2018,RV
G0,Plasticity,623,26/06/2018,Cherry,Cherry3,2,1,Fig,0,29/06/2018,RV
G0,Plasticity,623,26/06/2018,Cherry,Cherry3,2,2,Apricot,0,29/06/2018,RV
