Generation,Experiment,Original_environment,Population,Date_P,Date_C_O,Date_C_A,Row,Column,Rack,Test_environment,Nb_eggs,Obs_O,Nb_adults,Obs_A
G2,Adaptation,Cherry,Cherry3,27/08/2018,28/08/2018,12/9/18,L2,C5,1,Strawberry,78,LO,0,LO
G2,Adaptation,Cherry,Cherry3,27/08/2018,28/08/2018,12/9/18,L3,C1,1,Cherry,145,LO,0,LO
G2,Adaptation,Cherry,Cherry3,27/08/2018,28/08/2018,12/9/18,L3,C2,1,Blackberry,131,LO,0,LO
G2,Adaptation,Cherry,Cherry3,27/08/2018,28/08/2018,12/9/18,L3,C3,1,GF,75,LO,0,LO
G2,Adaptation,Cherry,Cherry3,27/08/2018,28/08/2018,12/9/18,L3,C4,1,Grape,152,LO,0,LO
G2,Adaptation,Cherry,Cherry3,27/08/2018,28/08/2018,12/9/18,L3,C5,1,Strawberry,89,LO,0,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L1,C1,1,Grape,178,LO,0,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L1,C2,1,Blackberry,208,LO,11,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L1,C3,1,GF,73,LO,0,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L1,C4,1,Strawberry,141,LO,2,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L1,C5,1,Cherry,204,LO,5,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L2,C1,1,Grape,184,LO,2,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L2,C2,1,Blackberry,245,LO,0,LO
G2,Adaptation,Cherry,Cherry6,29/08/2018,30/08/2018,14/08/2018,L2,C3,1,GF,120,LO,0,LO
G2,Adaptation,Cherry,Cherry6,3/9/2018,4/9/18,19/09/2018,L1,C1,1,Strawberry,131,LO,2,LO
G2,Adaptation,Cherry,Cherry6,3/9/2018,4/9/18,19/09/2018,L1,C2,1,Cherry,203,LO,15,LO
G2,Adaptation,Cherry,Cherry6,3/9/2018,4/9/18,19/09/2018,L1,C3,1,GF,172,LO,3,LO
G2,Adaptation,Cherry,Cherry6,3/9/2018,4/9/18,19/09/2018,L1,C4,1,Grape,209,LO,1,LO
G2,Adaptation,Cherry,Cherry6,3/9/2018,4/9/18,19/09/2018,L1,C5,1,Strawberry,100,LO,0,LO
G2,Adaptation,Cherry,Cherry7,3/9/2018,4/9/18,19/09/2018,L1,C6,1,Cherry,121,LO,20,LO
G2,Adaptation,Cherry,Cherry7,3/9/2018,4/9/18,19/09/2018,L1,C7,1,GF,104,LO,24,LO
G2,Adaptation,Cherry,Cherry7,3/9/2018,4/9/18,19/09/2018,L1,C8,1,Strawberry,91,LO,16,LO
G2,Adaptation,Cherry,Cherry7,3/9/2018,4/9/18,19/09/2018,L1,C9,1,Blackberry,92,LO,22,LO
G2,Adaptation,Cherry,Cherry47,3/9/2018,4/9/18,19/09/2018,L1,C10,1,Cherry,154,LO,50,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C6,1,Cherry,143,LO,38,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C7,1,Strawberry,70,LO,0,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C8,1,Blackberry,99,LO,30,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C9,1,GF,58,LO,5,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C10,1,Grape,66,LO,4,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L1,C1,1,Strawberry,152,LO,22,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L1,C2,1,Grape,208,LO,2,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L1,C3,1,Blackberry,127,LO,17,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L1,C4,1,GF,166,LO,20,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L1,C5,1,Cherry,211,LO,17,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L2,C1,1,Strawberry,144,LO,6,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L2,C2,1,Grape,202,LO,4,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L2,C3,1,Blackberry,250,LO,14,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L2,C4,1,GF,141,LO,0,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L2,C5,1,Cherry,144,LO,21,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L3,C1,1,Strawberry,94,LO,10,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L3,C2,1,Grape,123,LO,14,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L3,C3,1,Blackberry,126,LO,22,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L3,C4,1,GF,155,LO,19,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L3,C5,1,Cherry,153,LO,21,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L4,C1,1,Strawberry,93,LO,15,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L4,C2,1,Grape,185,LO,6,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L4,C3,1,Blackberry,224,LO,26,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L4,C4,1,GF,93,LO,3,LO
G2,Adaptation,Cherry,Cherry7,29/08/2018,30/08/2018,14/08/2018,L4,C5,1,Cherry,120,LO,8,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L1,C1,1,Cherry,90,LO,18,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L1,C2,1,GF,153,LO,6,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L1,C3,1,Strawberry,82,LO,9,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L1,C4,1,Blackberry,75,LO,8,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L1,C5,1,Grape,235,LO,13,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L2,C1,1,Cherry,125,LO,13,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L2,C2,1,GF,50,LO,2,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L2,C3,1,Strawberry,72,LO,5,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L2,C4,1,Blackberry,84,LO,18,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L2,C5,1,Grape,96,LO,17,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L3,C1,1,Cherry,108,LO,18,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L3,C2,1,GF,160,LO,8,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L3,C3,1,Strawberry,87,LO,3,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L3,C4,1,Blackberry,72,LO,17,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L3,C5,1,Grape,171,LO,5,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L4,C1,1,Cherry,46,LO,3,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L4,C2,1,GF,99,LO,0,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L4,C3,1,Strawberry,66,LO,5,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L4,C4,1,Blackberry,130,LO,1,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L4,C5,1,Grape,137,LO,14,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L5,C1,1,Cherry,119,LO,22,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L5,C2,1,GF,64,LO,2,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L5,C3,1,Strawberry,130,LO,14,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L5,C4,1,Blackberry,181,LO,25,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L5,C5,1,Grape,169,LO,18,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L6,C1,1,Cherry,126,LO,23,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L6,C2,1,GF,77,LO,11,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L6,C3,1,Strawberry,106,LO,13,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L6,C4,1,Blackberry,105,LO,4,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L6,C5,1,Grape,159,LO,16,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L7,C1,1,Cherry,80,LO,13,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L7,C2,1,GF,74,LO,4,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L7,C3,1,Strawberry,53,LO,1,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L7,C4,1,Blackberry,187,LO,23,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L7,C5,1,Grape,102,LO,1,LO
G2,Adaptation,Cherry,Cherry7,27/08/2018,28/08/2018,12/9/18,L8,C1,1,Cherry,100,LO,12,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C1,1,Grape,76,LO,6,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C2,1,Strawberry,123,LO,10,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C3,1,GF,90,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C4,1,Cherry,184,LO,43,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C5,1,Blackberry,189,LO,9,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C6,1,GF,65,LO,10,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C7,1,Grape,152,LO,3,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C8,1,Blackberry,132,LO,37,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C9,1,Cherry,192,LO,20,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C10,1,Strawberry,133,LO,3,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L2,C1,1,Grape,174,LO,8,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L2,C2,1,Strawberry,164,LO,3,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L2,C3,1,GF,169,LO,20,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L2,C4,1,Cherry,120,LO,7,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L2,C5,1,Blackberry,111,LO,13,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L3,C1,1,Grape,164,LO,10,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L3,C2,1,Strawberry,120,LO,1,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L3,C3,1,GF,55,LO,9,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L3,C4,1,Cherry,163,LO,13,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L3,C5,1,Blackberry,184,LO,22,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L4,C1,1,Grape,195,LO,1,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L4,C2,1,Strawberry,97,LO,4,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L4,C3,1,GF,127,LO,1,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L4,C4,1,Cherry,163,LO,30,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L4,C5,1,Blackberry,113,LO,19,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L5,C1,1,Grape,214,LO,11,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L5,C2,1,Strawberry,149,LO,21,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L5,C3,1,GF,103,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L5,C4,1,Cherry,110,LO,10,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L5,C5,1,Blackberry,142,LO,22,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L6,C1,1,Grape,161,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L6,C2,1,Strawberry,167,LO,6,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L6,C3,1,GF,137,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L6,C4,1,Cherry,180,LO,13,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L6,C5,1,Blackberry,90,LO,11,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L7,C1,1,Grape,245,LO,4,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L7,C2,1,Strawberry,189,LO,8,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L7,C3,1,GF,156,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L7,C4,1,Cherry,182,LO,22,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L7,C5,1,Blackberry,177,LO,23,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L8,C1,1,Grape,148,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L8,C2,1,Strawberry,136,LO,5,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L8,C3,1,GF,148,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L8,C4,1,Cherry,118,LO,14,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L8,C5,1,Blackberry,194,LO,21,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L9,C1,1,Grape,247,LO,11,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L9,C2,1,Strawberry,64,LO,16,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L9,C3,1,GF,114,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L9,C4,1,Cherry,224,LO,14,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L9,C5,1,Blackberry,81,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L10,C1,1,Grape,140,LO,17,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L10,C2,1,Strawberry,155,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L10,C3,1,GF,122,LO,18,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L10,C4,1,Cherry,119,LO,4,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L10,C5,1,Blackberry,142,LO,6,LO
G2,Adaptation,Cherry,Cherry51,27/08/2018,28/08/2018,12/9/18,L1,C2,1,Blackberry,139,LO,78,LO
G2,Adaptation,Cherry,Cherry51,27/08/2018,28/08/2018,12/9/18,L1,C4,1,Grape,75,LO,23,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L1,C1,1,Blackberry,160,LO,56,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L1,C2,1,GF,161,LO,29,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L1,C3,1,Cherry,209,LO,52,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L1,C4,1,Grape,207,LO,9,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L1,C5,1,Strawberry,152,LO,53,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C6,1,Cherry,143,LO,38,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C7,1,Strawberry,70,LO,0,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C8,1,Blackberry,99,LO,30,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C9,1,GF,58,LO,5,LO
G2,Adaptation,WT3,WT3,27/08/2018,28/08/2018,12/9/18,L1,C10,1,Grape,66,LO,4,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L2,C1,1,Blackberry,90,LO,25,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L2,C2,1,GF,158,LO,59,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L2,C3,1,Cherry,204,LO,62,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L2,C4,1,Grape,183,LO,28,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L2,C5,1,Strawberry,109,LO,44,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L3,C1,1,Blackberry,195,LO,108,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L3,C2,1,GF,161,LO,53,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L3,C3,1,Cherry,160,LO,77,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L3,C4,1,Grape,141,LO,34,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L3,C5,1,Strawberry,107,LO,39,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L4,C3,1,Cherry,167,LO,80,LO
G2,Adaptation,Cherry,Cherry50,27/08/2018,28/08/2018,12/9/18,L4,C5,1,Strawberry,136,LO,48,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C1,1,Strawberry,141,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C2,1,Cherry,139,LO,8,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C3,1,Blackberry,149,LO,7,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C4,1,GF,73,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L1,C5,1,Grape,118,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L2,C1,1,Strawberry,29,LO,0,LO
G2,Adaptation,Cherry,Cherry47,28/08/2018,29/08/2018,13/08/2018,L2,C2,1,Cherry,230,LO,12,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C1,1,Strawberry,157,LO,29,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C2,1,Blackberry,171,LO,47,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C3,1,Cherry,121,LO,47,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C4,1,Grape,101,LO,12,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C5,1,GF,118,LO,31,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C6,1,Cherry,91,LO,48,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C7,1,Blackberry,93,LO,37,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C8,1,GF,134,LO,17,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C9,1,Strawberry,136,LO,38,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L1,C10,1,Grape,159,LO,3,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C1,1,Strawberry,148,LO,37,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C2,1,Blackberry,206,LO,54,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C3,1,Cherry,134,LO,26,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C4,1,Grape,169,LO,17,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C5,1,GF,122,LO,24,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C6,1,Cherry,192,LO,45,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C7,1,Blackberry,126,LO,32,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C8,1,GF,133,LO,28,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C9,1,Strawberry,152,LO,16,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L2,C10,1,Grape,121,LO,18,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C1,1,Strawberry,181,LO,30,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C2,1,Blackberry,209,LO,62,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C3,1,Cherry,113,LO,35,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C4,1,Grape,130,LO,16,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C5,1,GF,68,LO,11,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C6,1,Cherry,188,LO,40,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C7,1,Blackberry,128,LO,36,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C8,1,GF,150,LO,21,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C9,1,Strawberry,177,LO,21,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L3,C10,1,Grape,134,LO,9,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C1,1,Strawberry,207,LO,15,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C2,1,Blackberry,86,LO,24,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C3,1,Cherry,90,LO,34,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C4,1,Grape,136,LO,19,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C5,1,GF,118,LO,14,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C6,1,Cherry,102,LO,28,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C7,1,Blackberry,128,LO,45,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C8,1,GF,99,LO,19,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C9,1,Strawberry,187,LO,28,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L4,C10,1,Grape,104,LO,23,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C1,1,Strawberry,147,LO,24,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C2,1,Blackberry,153,LO,45,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C3,1,Cherry,192,LO,39,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C4,1,Grape,152,LO,10,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C5,1,GF,108,LO,29,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C6,1,Cherry,167,LO,30,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C7,1,Blackberry,168,LO,79,LO
G2,Adaptation,Strawberry,Strawberry42,19/09/2018,20/09/2018,5/10/18,L5,C8,1,GF,132,LO,35,LO
