Generation,Experiment,Original_environment,Population,Date_P,Date_C_O,Date_C_A,Row,Column,Rack,Test_environment,Nb_eggs,Obs_O,Nb_adults,Obs_A
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C2,1,Strawberry,47,RV,32,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C3,1,Grape,39,RV,30,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C4,1,Cherry,60,RV,53,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C5,1,GF,33,RV,19,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C6,1,Grape,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C7,1,Cherry,2,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C8,1,Strawberry,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C9,1,Blackberry,3,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C10,1,GF,0,RV,0,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C1,1,Blackberry,62,RV,18,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C2,1,Strawberry,107,RV,5,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C3,1,Grape,42,RV,15,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C4,1,Cherry,83,RV,60,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C6,1,Grape,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C7,1,Cherry,38,RV,5,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C8,1,Strawberry,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C9,1,Blackberry,15,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C10,1,GF,5,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C6,1,Grape,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C7,1,Cherry,5,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C8,1,Strawberry,3,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C9,1,Blackberry,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C10,1,GF,3,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C6,1,Grape,4,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C7,1,Cherry,3,RV,2,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C8,1,Strawberry,19,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C9,1,Blackberry,26,RV,2,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C10,1,GF,1,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C6,1,Grape,2,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C7,1,Cherry,8,RV,3,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C8,1,Strawberry,3,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C9,1,Blackberry,29,RV,7,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C10,1,GF,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C6,1,Grape,3,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C7,1,Cherry,4,RV,2,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C8,1,Strawberry,8,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C9,1,Blackberry,10,RV,2,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C10,1,GF,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C1,2,GF,1,RV,2,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C2,2,Blackberry,4,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C3,2,Grape,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C4,2,Strawberry,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L1,C5,2,Cherry,2,RV,0,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C6,2,Blackberry,48,RV,27,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C7,2,Grape,26,RV,17,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C8,2,GF,110,RV,41,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C9,2,Cherry,65,RV,40,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L1,C10,2,Strawberry,145,RV,23,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C1,2,GF,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C2,2,Blackberry,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C3,2,Grape,6,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C4,2,Strawberry,7,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L2,C5,2,Cherry,5,RV,2,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C6,2,Blackberry,100,RV,59,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C7,2,Grape,54,RV,24,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C8,2,GF,39,RV,17,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C9,2,Cherry,101,RV,41,LO
G0,Plasticity,WT3,WT3,26/06/2018,27/06/2018,12/7/18,L2,C10,2,Strawberry,40,RV,8,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C1,2,GF,2,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C2,2,Blackberry,5,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C3,2,Grape,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C4,2,Strawberry,5,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L3,C5,2,Cherry,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C1,2,GF,1,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C2,2,Blackberry,0,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C3,2,Grape,6,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C4,2,Strawberry,11,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L4,C5,2,Cherry,16,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C1,2,GF,3,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C2,2,Blackberry,8,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C3,2,Grape,14,RV,1,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C4,2,Strawberry,8,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L5,C5,2,Cherry,7,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C1,2,GF,5,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C2,2,Blackberry,29,RV,3,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C3,2,Grape,22,RV,12,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C4,2,Strawberry,2,RV,0,LO
G0,Plasticity,Cherry,Cherry47,26/06/2018,27/06/2018,12/7/18,L6,C5,2,Cherry,2,RV,1,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L1,C1,1,GF,4,LO,0,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L1,C2,1,Blackberry,1,LO,1,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L1,C3,1,Cherry,18,LO,6,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L1,C4,1,Grape,6,LO,1,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L1,C5,1,Strawberry,4,LO,2,LO
G0,Plasticity,WT3,WT3,25/06/2018,26/06/2018,11/7/18,L1,C6,1,Blackberry,91,LO,32,LO
G0,Plasticity,WT3,WT3,25/06/2018,26/06/2018,11/7/18,L1,C7,1,Strawberry,69,LO,4,LO
G0,Plasticity,WT3,WT3,25/06/2018,26/06/2018,11/7/18,L1,C8,1,Cherry,114,LO,57,LO
G0,Plasticity,WT3,WT3,25/06/2018,26/06/2018,11/7/18,L1,C9,1,Grape,117,LO,40,LO
G0,Plasticity,WT3,WT3,25/06/2018,26/06/2018,11/7/18,L1,C10,1,GF,103,LO,51,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L2,C1,1,GF,8,LO,1,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L2,C2,1,Blackberry,7,LO,0,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L2,C3,1,Cherry,23,LO,2,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L2,C4,1,Grape,11,LO,4,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L2,C5,1,Strawberry,6,LO,2,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L3,C1,1,GF,5,LO,0,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L3,C2,1,Blackberry,20,LO,7,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L3,C3,1,Cherry,21,LO,2,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L3,C4,1,Grape,0,LO,1,LO
G0,Plasticity,Cherry,Cherry3,25/06/2018,26/06/2018,11/7/18,L3,C5,1,Strawberry,39,LO,6,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C1,1,Strawberry,23,LO,17,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C2,1,Cherry,79,LO,58,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C3,1,GF,50,LO,32,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C4,1,Blackberry,84,LO,73,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C5,1,Grape,49,LO,18,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C6,1,Blackberry,66,LO,18,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C7,1,GF,28,LO,2,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C8,1,Cherry,47,LO,15,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C9,1,Strawberry,23,LO,8,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C10,1,Grape,28,LO,20,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C1,1,Strawberry,23,LO,17,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C2,1,Cherry,79,LO,51,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C3,1,GF,50,LO,23,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C4,1,Blackberry,84,LO,70,LO
G0,Plasticity,Strawberry,Strawberry53,2/7/2018,3/7/18,18/07/2018,L1,C5,1,Grape,49,LO,19,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C6,1,Blackberry,66,LO,19,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C7,1,GF,28,LO,2,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C8,1,Cherry,47,LO,15,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C9,1,Strawberry,23,LO,6,LO
G0,Plasticity,WT3,WT3,2/7/2018,3/7/18,18/07/2018,L1,C10,1,Grape,28,LO,18,LO
G0,Plasticity,WT3,WT3,17/07/2018,18/07/2018,2/8/18,L1,C3,1,GF,53,LO,0,LO
G0,Plasticity,WT3,WT3,17/07/2018,18/07/2018,2/8/18,L1,C4,1,Grape,56,LO,8,LO
G0,Plasticity,WT3,WT3,17/07/2018,18/07/2018,2/8/18,L1,C5,1,Blackberry,34,LO,0,LO
G0,Plasticity,Cherry,Cherry103,17/07/2018,18/07/2018,2/8/18,L1,C6,1,GF,9,LO,0,LO
G0,Plasticity,Cherry,Cherry103,17/07/2018,18/07/2018,2/8/18,L1,C7,1,Cherry,33,LO,7,LO
G0,Plasticity,Cherry,Cherry103,17/07/2018,18/07/2018,2/8/18,L1,C8,1,Strawberry,5,LO,2,LO
G0,Plasticity,Cherry,Cherry103,17/07/2018,18/07/2018,2/8/18,L1,C9,1,Blackberry,0,LO,0,LO
G0,Plasticity,Cherry,Cherry103,17/07/2018,18/07/2018,2/8/18,L1,C10,1,Grape,27,LO,4,LO
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C1,1,Cherry,3,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C2,1,Blackberry,9,RV,14,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C3,1,Grape,23,RV,14,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C4,1,Strawberry,3,RV,0,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C5,1,GF,0,RV,0,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C6,1,Blackberry,48,RV,26,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C7,1,Grape,54,RV,1,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C8,1,Cherry,123,RV,52,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C9,1,GF,70,RV,21,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C10,1,Strawberry,82,RV,28,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C1,1,Cherry,29,RV,10,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C2,1,Blackberry,43,RV,17,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C3,1,Grape,10,RV,6,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C4,1,Strawberry,12,RV,5,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C5,1,GF,1,RV,1,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C6,1,Blackberry,103,RV,21,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C7,1,Grape,178,RV,25,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C8,1,Cherry,111,RV,32,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C9,1,GF,86,RV,31,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C10,1,Strawberry,93,RV,23,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C1,1,Cherry,0,RV,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C2,1,Blackberry,4,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C3,1,Grape,12,RV,4,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C4,1,Strawberry,0,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C5,1,GF,7,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C1,1,Cherry,27,RV,10,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C2,1,Blackberry,74,RV,28,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C3,1,Grape,8,RV,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C4,1,Strawberry,4,RV,5,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C5,1,GF,6,RV,0,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C1,1,Cherry,17,RV,7,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C2,1,Blackberry,0,RV,0,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C3,1,Grape,12,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C4,1,Strawberry,0,RV,0,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C5,1,GF,3,RV,0,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C1,1,Cherry,42,RV,4,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C2,1,Blackberry,65,RV,28,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C3,1,Grape,5,RV,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C4,1,Strawberry,2,RV,3,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C5,1,GF,7,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C1,1,Cherry,10,RV,3,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C2,1,Blackberry,48,RV,25,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C3,1,Grape,21,RV,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C4,1,Strawberry,9,RV,3,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C5,1,GF,4,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C1,1,Cherry,61,RV,16,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C2,1,Blackberry,32,RV,30,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C3,1,Grape,19,RV,0,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C4,1,Strawberry,14,RV,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C5,1,GF,16,RV,4,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C1,2,Blackberry,39,LO,15,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C2,2,Grape,104,LO,8,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C3,2,GF,74,LO,22,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C4,2,Cherry,121,LO,41,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L1,C5,2,Strawberry,66,LO,17,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C6,2,Cherry,51,LO,8,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C7,2,GF,10,LO,7,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C8,2,Blackberry,20,LO,17,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C9,2,Strawberry,19,LO,13,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L1,C10,2,Grape,8,LO,8,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C1,2,Blackberry,82,LO,27,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C2,2,Grape,75,LO,10,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C3,2,GF,117,LO,57,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C4,2,Cherry,55,LO,20,RV
G0,Plasticity,WT3,WT3,11/6/2018,12/6/18,27/06/2018,L2,C5,2,Strawberry,82,LO,9,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C6,2,Cherry,8,LO,7,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C7,2,GF,13,LO,9,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C8,2,Blackberry,93,LO,41,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C9,2,Strawberry,12,LO,4,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L2,C10,2,Grape,11,LO,13,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C6,2,Blackberry,36,LO,16,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C7,2,Grape,17,LO,5,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C8,2,GF,74,LO,33,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C9,2,Cherry,3,LO,3,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L3,C10,2,Strawberry,0,LO,8,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C6,2,Cherry,30,LO,11,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C7,2,GF,20,LO,4,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C8,2,Blackberry,18,LO,30,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C9,2,Strawberry,2,LO,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L4,C10,2,Grape,26,LO,3,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C6,2,Cherry,86,LO,33,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C7,2,GF,6,LO,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C8,2,Blackberry,92,LO,34,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C9,2,Strawberry,2,LO,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L5,C10,2,Grape,1,LO,0,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C6,2,Cherry,1,LO,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C7,2,GF,5,LO,5,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C8,2,Blackberry,98,LO,22,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C9,2,Strawberry,3,LO,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L6,C10,2,Grape,3,LO,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C6,2,Cherry,25,LO,5,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C7,2,GF,11,LO,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C8,2,Blackberry,99,LO,23,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C9,2,Strawberry,2,LO,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L7,C10,2,Grape,41,LO,10,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C6,2,Cherry,13,LO,2,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C7,2,GF,2,LO,1,RV
G0,Plasticity,Cherry,Cherry51,11/6/2018,12/6/18,27/06/2018,L8,C8,2,Blackberry,62,LO,32,RV
